115|185.143.234.5|185.143.234.0|185.143.234.255|moe.gov.ir|47823|CEASED_TRADING-AS47823, NL|IR|Pouya Pirhoseinloo|||Shahid Dastgerdi (Zafar) 247, Nelson Mandela (Afrigha) Blvd. 191771755 Tehran IRAN, ISLAMIC REPUBLIC OF|
116|185.143.233.5|185.143.233.0|185.143.233.255|mfa.gov.ir|202468|AbrArvan-AS AbrArvan ANYCAST|IR|Pouya Pirhoseinloo||||
117|217.174.16.48|217.174.16.0|217.174.20.255|nioc.ir|31303|NIOC-AS Nioc 1|IR|Amir H Gerami|(+98 21 6162 2197||New Central Bldg., Third floor - Room 317, Taleghani - Hafez cross, National Iranian Oil Company (NIOC), Tehran - IRAN|
118|185.88.152.175 |185.88.152.0|185.88.152.255|iranecommerce.net|42043|BERTINATECHNOLOGYCOMPANY, IR|IR|||it@bertina.biz|no. 55, khorram din St., shademan st.,sattarkhan st|
119|212.80.25.132|212.80.25.0|212.80.25.255|tpo.ir|51280|Parsian Electronic Commerce Company PLC|IR|Khodamorad Bozorgchami|(+982122661735||No 8, Sayeh St., Africa Blvd, P.O.Box:18735933, Tehran , Iran|
120|5.106.4.1|5.106.0.0|5.106.127.255|mci.ir|197207|MCCI-AS, IR|IR|Reza Tahan Latibari|(+98 21 88640934||Hamrah Tower - Kordestan High way cross Vanak st.Tehran Iran|
121|81.28.34.108|81.28.32.0|82.28.35.255|mod.ir|25306|INSTITUTE-ISIRAN Tehran,Iran, IR|IR|Mohammad Razeghi|(+98-21-22801834|abuse@isiran-net.com|34th Street, Hesaari St., Mirdamad St., Tehran. Zip 15489|
122|194.225.148.241|194.225.148.0|194.225.149.255|president.ir|34592|IRIPO-NET|IR|Sadjad Fallah|(+9821 64458222||Pastor St. 12 Farvardin, Tehran, Iran|
123|2.188.15.11|2.188.12.0|2.188.15.255|parliran.ir|12880|DCI-AS|IR|Meghdad Mohammadi Mahfooz|(+98 21 331 319 18||Fava-Center of Islamic Republic of Iran Parliament, -Majles Building North Entrance Mojahedin Street, Baharestan Square -Tehran -Iran|
124|78.39.179.50|78.39.179.0|78.39.179.255|iranair.com|12880|DCI-AS|IR|Akbar Hosseini|(+98 21 46 62 52 52||ICT BLDG, IR H Q, Mehrabad Airport, Tehran, Iran|
125|91.207.138.140|91.207.138.0|91.207.139.255|post.ir|51241|IRPOST-TEH Iran Post Company-Tehran DataCenter|IR|Seyyed Ali Eftekhari|(+98 21 88 74 02 60||It Center of Iran Post Company, Emadian Alley, Above Hoveizeh St, Shariati St. Tehran-Iran|
126|188.213.72.20|188.213.72.0|188.213.79.255|mobinnet.ir|47330|MOBINNET-AS|IR|Saeed Osali|(+98 21 83868||Mobin Net Communication Company, Sh.motahari 377, 1595713463 Tehran|
127|176.56.156.136|176.56.156.0|176.56.156.255|en.bankmellat.ir|43415|SITSCO-AS Secure Infrastructure of Transnational Services Company PLC|IR|Mahdi Moazen|(+9821 42135130||Ferdowsi Sq, Enghelab St,Ramsar st, Mohammad Agha St, No 28|
128|91.98.29.182|91.98.28.0|91.98.31.255|parsonline.com|60976|POL|IR||(+98 21 8220 8333|abuse@parsonline.net|224 Khoramshahr Ave. No. 6C, Tehran 15337, Iran|
129|217.218.130.26|217.218.130.0|217.218.130.255|cbi.ir|12880|DCI-AS|IR|Madjid Nouri|(+98 21 299 524 54||No. 144, Mirdamad Blvd. Tehran, Iran|
130|45.89.138.244|45.89.136.0|45.89.139.255|zarinpal.com|208675|AS208675|IR|Mehdi Mohamadi|(+982141239||No. 61, 20Th Street, Yousefabad, Tehran, 1431965373, Tehran, Iran, Islamic Republic Of|
131|205.251.242.103|205.251.192.0|205.251.255.255|amazon.com|16509|AMAZON-02 - Amazon.com, Inc.|US||||1918 8th Ave SEATTLE, WA|
132|175.45.176.91|175.45.176.0|175.45.179.255|cooks.org.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
133|175.45.176.67|175.45.176.0|175.45.179.255|naenara.com.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
134|175.45.176.16|175.45.176.0|175.45.179.255|ns2.gov.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
135|175.45.176.81|175.45.176.0|175.45.179.255|mfa.gov.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
136|175.45.176.15|175.45.176.0|175.45.179.255|ns1.gov.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
137|175.45.176.68|175.45.176.0|175.45.179.255|rodong.rep.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
138|175.45.176.80|175.45.176.0|175.45.179.255|mediaryugyoung.com.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
139|175.45.176.71|175.45.176.0|175.45.179.255|kcna.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
140|175.45.176.76|175.45.176.0|175.45.179.255|ma.gov.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
141|175.45.176.73|175.45.176.0|175.45.179.255|gnu.rep.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
142|175.45.177.1|175.45.176.0|175.45.179.255|jetsafa1688.com|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
143|175.45.176.69|175.45.176.0|175.45.179.255|airkoryo.com.kp|131279|STAR-KP Ryugyong-dong, KP|KP||(+850-2 381-2321|postmaster@star-co.net.kp|Ryugyong-dong Potong-gang District KP|
